module,scope,algorithm,setting,metric,value,result_status
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2,cbi.val.avg,0.32775,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2.5,cbi.val.avg,0.3345,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2.5,cbi.val.avg,0.296,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2.5,cbi.val.avg,0.766,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2.5,cbi.val.avg,0.297,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2.5,cbi.val.avg,0.37,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2.5,cbi.val.avg,0.328,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2.5,cbi.val.avg,0.3095,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 3,cbi.val.avg,0.29375,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 3,cbi.val.avg,0.331,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 3,cbi.val.avg,0.598,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 3,cbi.val.avg,0.319,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 3,cbi.val.avg,0.34275,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 3,cbi.val.avg,0.34225,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 3,cbi.val.avg,0.318,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1,or.10p.avg,0.156666666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1,or.10p.avg,0.19,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1,or.10p.avg,0.14,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1,or.10p.avg,0.14,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1,or.10p.avg,0.14,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1.5,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1.5,or.10p.avg,0.156666666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1.5,or.10p.avg,0.176666666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1.5,or.10p.avg,0.15,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1.5,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1.5,or.10p.avg,0.15,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1.5,or.10p.avg,0.146666666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2,or.10p.avg,0.166666666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2,or.10p.avg,0.15,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2,or.10p.avg,0.15,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2.5,or.10p.avg,0.156666666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2.5,or.10p.avg,0.163333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2.5,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2.5,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2.5,or.10p.avg,0.16,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2.5,or.10p.avg,0.156666666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2.5,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 3,or.10p.avg,0.166666666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 3,or.10p.avg,0.163333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 3,or.10p.avg,0.15,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 3,or.10p.avg,0.153333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 3,or.10p.avg,0.163333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 3,or.10p.avg,0.16,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 3,or.10p.avg,0.163333333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1,AICc,5931.00749728782,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1,AICc,5936.14929706102,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1,AICc,6082.51010698946,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1,AICc,5923.10897387064,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1,AICc,5930.41793392576,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1,AICc,5923.61688670774,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1,AICc,5922.54494926556,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1.5,AICc,5933.25516538338,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1.5,AICc,5938.62415896774,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1.5,AICc,6126.45473230859,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1.5,AICc,5925.46050137191,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1.5,AICc,5932.60276428867,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1.5,AICc,5925.86547919908,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1.5,AICc,5924.8441465659,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2,AICc,5935.97134846992,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2,AICc,5942.02445845846,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2,AICc,6173.57006036616,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2,AICc,5928.30055253162,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2,AICc,5935.24542152488,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2,AICc,5928.56838150444,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2,AICc,5927.6026520116,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2.5,AICc,5939.09366414313,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2.5,AICc,5946.32905474063,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2.5,AICc,6222.86422641783,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2.5,AICc,5931.56825315381,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2.5,AICc,5938.29794777527,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2.5,AICc,5931.70242500417,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2.5,AICc,5930.78782762472,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 3,AICc,5942.57781896632,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 3,AICc,5946.94974913664,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 3,AICc,6273.82266514017,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 3,AICc,5935.20862984687,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 3,AICc,5941.68762966316,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 3,AICc,5935.1780995,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 3,AICc,5934.31651698939,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1,delta.AICc,8.46254802226213,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1,delta.AICc,13.604347795459,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1,delta.AICc,159.965157723907,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1,delta.AICc,0.564024605084342,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1,delta.AICc,7.87298466020002,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1,delta.AICc,1.07193744218603,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1,delta.AICc,0,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1.5,delta.AICc,10.7102161178282,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1.5,delta.AICc,16.0792097021858,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1.5,delta.AICc,203.909783043031,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1.5,delta.AICc,2.91555210635761,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1.5,delta.AICc,10.0578150231177,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1.5,delta.AICc,3.32052993351863,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1.5,delta.AICc,2.29919730034635,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2,delta.AICc,13.4263992043598,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2,delta.AICc,19.4795091929,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2,delta.AICc,251.025111100607,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2,delta.AICc,5.75560326605864,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2,delta.AICc,12.7004722593265,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2,delta.AICc,6.02343223887965,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2,delta.AICc,5.05770274604038,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2.5,delta.AICc,16.5487148775701,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2.5,delta.AICc,23.7841054750697,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2.5,delta.AICc,300.319277152271,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2.5,delta.AICc,9.02330388824976,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2.5,delta.AICc,15.7529985097162,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2.5,delta.AICc,9.15747573861336,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2.5,delta.AICc,8.24287835916039,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 3,delta.AICc,20.0328697007653,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 3,delta.AICc,24.4047998710857,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 3,delta.AICc,351.277715874612,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 3,delta.AICc,12.6636805813114,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 3,delta.AICc,19.1426803976083,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 3,delta.AICc,12.6331502344428,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 3,delta.AICc,11.7715677238302,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2.5,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 3,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 3,ncoef,2,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 3,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 3,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 3,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 3,ncoef,3,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 3,ncoef,3,teaching_simulation
